content,label
"I really liked it when a list could have completed and uncompleted mixed alphabetically together. Now it is back like the much poorer Wunderlist method, with the two separated, uncompleted at top completed at bottom. Much harder to reuse lists. I have gone back to an earlier superior version. Sadly it won't sync with my wife's version of the app on iphone. Change it back!",Crashes
"Hey guys great game but I'm a mage and my mana keeps changing itll go to 300 and then ill level up and itll drop back down to 268, its been doing that for a few days please help us :)",Crashes
Adverts are very annoying and totally irrelevant for me,Complaints
Keeps on crashing :(,Crashes
"This app needs access to everything so of course like a dipshitidiot I gave access. Next time I went to sign into something else my passwords were flagged and a warning pops up stating that ""an app or website has compromised your passwords"". I stupidly bought this app because you cannot customize without buying, I should have deleted right then, but I still paid. Now my passwords have been compromised by this app, I'm spending extra time changing passwords to protect my data all because of the",Crashes
This app changed my life,Crashes
it is a good app i must say !!but it doesn't work properly for this reason i had uninstalled it!!,Complaints
MS has screwed up wunderlist the same as to skype.... So clunky and average poorly thought out; should have just changed wunderlists logo and colour scheme. The desktop version is slow (10s) to respond. You can be doing changes on the desktop and it get jammed up with app.,Crashes
"Great functionality, though app forces you to login, or create an account.",Praises
"Loved TickTick - great interface and the widget was perfect. Unfortunately I had to move on to Todoist. TickTick doesn't have Alexa capabilities and that's a deal breaker. For a while, IFTTT and Gmail provided a good workaround, but recent changes to Gmail rendered that functionality inoperable. TickTick, get on board with Alexa and I'll come back.",Crashes
Amazing app,Praises
"I do understand ""free"" means accepting advertising, but your recent ads are horrible, cannot be shorten, and sometimes embarrassing. I uninstall now. Left you two stars for old times sake. *Added after Dev response. It wasn't the frequency. It was the advert that was served. I think it was some kind of Japanese pornstar (not sure cuz I was busily trying to close it, to no avail). I was in meeting with Client, checking next date, and the unstoppable advert happened. Simply cannot risk this again",Complaints
Excellent,Praises
"For whatever stupid reason, it works, and it's adorable while it's at it. Don't let your trees die! I want the ability to add multiple tags to a tree though. Sometimes I want that 2hr tree but will be doing more than one type of task",Complaints
"Love the idea and functionality of the app but it consistently crashes for me. Luckily it saves the last edits made, however, it is still hard to use when it crashes so often",Crashes
"I'm sure the premium might be fine, but all of the most important features are locked behind a paywall. I wanted a simple app that would let me set repeated reminders on my phone, but this surely isnt it. At first, it told me I just needed to sign up to do that, so I did, but then it said I needed premium! Very misleading, I immediately uninstalled because that is just untrustworthy behaviour to me.",Complaints
Does this app work without internet connection also?,Other
"After last update the widget became very small, and clicking on it does not open up the full app. Also won't sync to my calendar anymore. Uninstalling.",Complaints
Very functional and satisfying to use! On an Oppo phone.,Praises
It is the best app guys don't think just go for it....😘,Other
Recent update has so many bugs. Tasks and habits will be gone upon first opening the app. I have to restart the app every time I want to do something. Save and delete buttons are the same color as the banner or gone entirely. I love this game but I'm about to be done after this update. 🙁,Bugs
"It took me a couple of days to figure out how to enter information without data such as 'may' converting to 'date'. I simply had to tap on the word and it reversed the automation. I also found out by accident that a simple swipe down revealed all the sub-tasks that I was entering. I thought I had to go back to the main menu all the time. A simple 'start here first' induction video would be great but the more I practice, the better the app feels. Still orientating, early days yet.",Praises
"I love this app. It has so many features and I love the creator listens to the app's reviews. That's rare, and when it happens, I have to give props to the creator. If there is a feature I would like, it's items that can change your current photo (temporarily). This app is a 10 🌟 app and I highly recommend it",Crashes
Great planner! Very easy to use. I have had no problems with this app.,Bugs
Love it!,Praises
1 star for obligatory signup using Google /fb/twitter.,Other
Extremely easy to use and exactly what I was looking for. LOVE the widget for this planner as well. I just wish the interface was a bit more aesthetically pleasing. Like a bit more sleek/modern?,Praises
"I don't do ""free trials"" where my credit card information is mandatory to try it out first Edit:. Still don't like the above but I have to say the app is about perfect for me in every way. It's everything I could ask for in a planner app, and I love that it also integrates with Outlook. It's brilliant and worth the money",Praises
"I could not set the time to cover more than an hour difference between start and finish. And if I change the finish time, it would reset the start time to what I changed the finish time to.",Crashes
Just after I looked at the interface I knew it was what I was searching. Not so for the xp thing which is a very great idea but also how it handle goals like reading books... For anyone who think in terms of goals (and obviously who love RPGs) It's totally free though,Praises
Does not log in. After 5 minites it's still trying to log itself in.,Other
Its good. i like the little picture icons. i wish for 2 things: that you can share as a jpg file and not a txt file to email. and that the length of the boxes represented the amount of time used. for example: snack time would be a short box. sleep would be a long box. thanks!,Other
"La baje para sincronizarla con Whatsapp y esa función es paga, por lo demás no la probé.",Praises
"Excellent idea but poor execution. There really isn't much to do game wise 
especially since the majority of the content is locked behind a paywall. I 
understand that they have to monetize it but at 1 million users, ad 
impressions may have been a better route instead of a subscription service 
that locks out the majority of your player base from the start. There's 
also no way to earn crystals other than paying. With so little to do and so 
much unavailable unless you pay (with no options to try before you buy) 
gives me little motivation to come back. Some advice: ●Make the quests you 
can buy with gold cheaper. 200 coins takes forever to grind and there's not 
much to do otherwise. ● Have a way for f2p players to earn crystals (maybe 
through daily login bonuses, level up bonuses or grind and buy them with 
gold). ●Offline capabilities especially for checklists and tasks. I 
shouldn't need the internet to check off my to do list. ●Have the ability 
to choose your class at the start and allow players to change class 
whenever they'd like. Having to wait until you're level 10 is too much of a 
grind. ●Have a little more customization available from the start (maybe a 
freeby starter egg or a background or outfit). Literally everything is 
locked behind crystal pay walls...even the character backgrounds are a 
whopping 15 crystals . That just screams greedy.",Crashes
"Great to-do list app with addicting premise, but can't remove glasses customization option once they're on. Please change this! I don't want my avatar to have glasses and can't remove them since the option doesn't appear to let me do so. Will change review to 5 stars once this is fixed",Crashes
I love this app the trees are absolutely lovely and the restrictive mode really helps me even with the free version it's so effecient i should use it more often,Praises
What happened to the repetition option? It disappeared with the last update! Edit: I uninstalled & reinstalled & that fixed it.,Complaints
"PROBLEM WITH NEW UPDATE. Since the latest update, the app keeps crashing everytime I try to expand a task's subtasks using the built in ""down arrow"" button on the right side of the screen. PLEASE FIX.",Bugs
"This app is really very good, but notifications aren't working. I tried everything it told me to do but it's still not working.",Complaints
Bring back Wunderlist. My list won't sync with people and I'm having issues.,Bugs
Pomdoro is bad,Complaints
I have enjoyed this app so much. I need to add more habits to it because it really works!,Praises
"I really like this app but it has some weird issues. Set as a widget, it'll list multiple events on the same day. Example; 3 or 4 entries as ""Independence Day"", & no way to delete them. Not linked to multi-accounts, shows all no matter what. Very frustrating. Other than that it's good for quick calendar entries, that's why it's staying. ***edit*** Going to ""settings -> appearance -> filter duplicate events"" gets rid of them. Just don't have muliltiple, exact same entries on the same date. 4* now",Bugs
I had given 5 stars in Jun 2017. I'm changing it to 1 star because of the full screen ads which cannot be dismissed. I'm grateful to the developer for creating this nice looking calendar app and was happy to tolerate the ads in the free version but the full screen ads really disrupt the process of adding an event to the point where it becomes intolerable. I'll just switch to Google calendar which syncs better anyway. Thanks for the few years of a great app.,Crashes
Please add start view that has many favorite projects easily accessible. Would be better if it was possible to add top of the list. It is not easy to use with one hand since everything is in the top left corner (please add material design button for favorite projects to bottom). Lists do not automatically sort and sort needs to be done again if anything is changed.,Crashes
"Im missing the option to archive routines and Id like to remove the first (already set) tag so I can have events without tags aswell as events witj tags, apart of that I like this app alot! Ive tried alot of time planning apps with routines and I like this the best so far. Can recommend!",Other
"App is not for me. I paid $4.00 for 1 month of Premium service and is still shows I am using the free app. I immediately contacted customer service (twice), and it's been more than 2 weeks into the 1 month I paid for and I still have not received a response from anyone at Todoist. I'm still trying to figure out how to customize this app to suit my needs, but since I don't have the Premium app in order to do that, I will be uninstalling this app.",Complaints
"Nice but it's really irritating that you can't edit frequency! Or a start date but I could live with that. Unfortunately, when your schedule / circumstances change, you have to create a new habit because you can't change days and frequency! EDIT: Issue fixed, thanks guys!",Bugs
"Ever since the latest update, it's too difficult to check off tasks. It keeps accidentally opening the task item for editing. So annoying!!",Complaints
"Not so great! Add birthdays and they disappear as soon as I save. Used to love it, now looking for another love. To response below. Do not want you reading contacts. They are mine, not yours. Why can't I just put in a birthday and have it show up? Thanks for responding.",Praises
Please add Money management also.,Other
"it is too slow, regeneration takes too much time",Complaints
"overall its a very good app, does the job, great user interface. however facing issues sometimes when tasks marked completed on widgets are again showed as pending.",Bugs
Love the sync,Praises
not a bad app but DONT pay for the premium. The widgets dont work!!,Complaints
Too many long advertisements when I need my calendar.,Other
loved it until the last update. now the widgets don't show. just a blank white block that says problem.loading widget. please fix.,Bugs
"Norton Antivirus reported this as a malicious App, and recommended I uninstall. After paying for the pro version I felt it was very lacking. No portrait mode on tablet, no day mode on phone, no way to adjust the length of a meeting beyond that of the default meeting settings.",Complaints
It has changed how I viewed my different lists. Now they are all jumbled together and I can't find what I need.,Crashes
Subscription only. No outright purchase. Too bad. Seems like a nice app.,Complaints
Great app. But if scheduled time more than 2 weeks it make it better.,Praises
"I used this app every day for years, but just uninstalled and changed to a different to do list app because of the new layout. The grid was much easier to use and better looking.",Crashes
"I really like that I can set individual reminders for each task in the My Day screen. Whats annoying is when I set a quick task via the notification panel, I choose the date the task is for, say for 3 days time, but then when I choose reminder, it defaults to today instead of the date the task is set for. Edit: repeat weekday reminders are out of sync. Possibly by a day. Im getting them on a Saturday.and nothing on a Monday.",Complaints
idk if it only happens to me if you do not apply for the premium membership my app gets crashed and it does not open but other times it is really halpful. :-),Crashes
"Great app, but latest version had a bug that nobody seems to have reported ... All newly added items have the ""note"" icon, whether there is a note added or not.",Bugs
"It's designed as a to-do app with game mechanics on top of it, not the other way around - the simplicity feels like any other Android app, although the interface can take 15 mins to get used to (and then some more).",Other
I love the idea but there are syncing issues.  Events take forever to show on the graph regardless of whether i entered them in the sectograph app or my google calendar.  They show up in my google calender almost automatically regardless of the same.  Also i think 12 hour clock makes it tricky to read since the switch from am to pm is in the middle of the day.  I have something starting at 12:30 and i cant see it on the sectograph but there is a little arrow at that start time with the first letter of that event and nothing else.  It's confusing.,Bugs
"Needs a VPN if you're in China. Some questionable UI and design choices, though the fundamentals work well for the most part. If you want to do anything remotely interesting then you have to pay, of course. And the subscription fees are absolutely extortionate. One month is the same price as a month of Netflix and a year is £47. A year of MS Office 365 with all of its functionality is £60... Let that sink in. I don't understand why, for relatively little, this app costs so much. Greed, I assume.",Praises
I think more trees should be added which are not included in pro version,Other
Crashes at start.,Crashes
Changes the time of routine when adding new ones? Completely useless,Crashes
eh pretty good but i dont like it 😞,Other
"Great app. Could you please add a reminder feature if you miss something? At the minute if you have a task set to repeat weekly or daily etc.. if you don't complete the task,, then it disappears and no longer appears on the todo list even when set for a repeat reminder.",Praises
Bug found. A whole week if appointments keep disappearing a few hours after I put them in.,Bugs
IT IS AMAZING...ONE MUST TRY IT !!!❤☺👍,Praises
Best To- Do App Ever. Easy to use. Better customization and all in one To-Do app.,Other
Excellent work,Praises
Its great for quick reminders with events just weird its 30 min before by default i wanna change that alsoo every 3 and 6 months reminder be USEFUL and a must pls like toothbrush replace reminder.,Crashes
I love the widget but whenever I edit an event on the calendar it changes the day to like the day before without me doing so and it's extremely annoying,Crashes
Great!,Praises
"Been brilliant for ages, now it crashes /freezes constantly. Looking for an alternative, sadly.",Crashes
I have paid for the premium features but the sync is not working. I mailed them but got no response,Complaints
"WHY DO I NEED TO CREATE AN ACCOUNT?!  I already downloaded the damn thing, so why does it require an account sign in?  UNINSTALLED.",Complaints
Major issues need all email so I can send you pics pixel 2xl,Bugs
Good program. Lacking a few options like multiple alerts.,Other
Sync between PC and Android app is very slow! Wunderlist was better. Moving to Google Tasks now. Microsoft ruined a good thing.,Complaints
"You are Nutzzz? I am not going to pay you Yearly for this. It is simply Not 
worth it.",Other
"lol i went to settings, change character value, and got myself 9M coins uwu btw is that cheating...? I mean well its right there",Crashes
"App is not for me. I paid $4.00 for 1 month of Premium service and is still shows I am using the free app. I immediately contacted customer service (twice), and it's been more than 2 weeks into the 1 month I paid for and I still have not received a response from anyone at Todoist. I'm still trying to figure out how to customize this app to suit my needs, but since I don't have the Premium app in order to do that, I will be uninstalling this app.",Complaints
Nice app. Quick question can I add new categories when adding my habits? I'm not see an option. Only the options that came with the app is available. Is it that everything else must go under other? Please advise,Other
"Slow, less friendly, Wunderlist was far better app, which you bought and killed. I am not liking it and finally uninstalling after tolerating it for 8 months.",Complaints
"Help! The widgets are not working. It always shows this message"" failed to display your tasks, please restart app or add a new widget instead""",Complaints
"Been using it for years and planning everything in this app - from work to home payments. As a premium user I really enjoy the lightning fast support, which solves the rare issue that might occur. Five stars!",Bugs
Been using for several years. Great app.,Praises
"Crashes periodically, however I absolutely love the app! Does exactly what I wanted and is super simple to use. Not all the extra complicated and un-needed mumbo jumbo as some of the similar apps I have tried.",Crashes
Excellent features. Very clean design. I especially like the task management and (birthday) age features.,Praises
"This app is amazing, truly. Sure, there are still minor bugs that existed from years ago when I started my first account, but the amount of progress it went through during that time period just shows how much the developers care and how much effort they've put (even just from the display!) in towards realizing this wonderful app for all of us who are looking to better our lives. Thank you so much!",Bugs
This app helps me a lot ❤️🤧😊,Other
"Used it for 4 years, April they updated it and it's now a productivity killing app rather than a productivity booster app. Why? If you wanna rename your todo list you should be able to just click on the todoist and rename it right? WRONG, it opens a NEW WINDOW with sub taks!! I now have to click 2 times to rename the todo bullet. 2 times instead of 1.. Productivity or stupidity? I'm changing todo apps until they poll their users and understand that this is absolutely horrible.. Bye for now!",Crashes
I really enjoy this app but it has just stopped working randomly. I tried to hatch a dragon egg and the app crashed and since then I cant access it. I have tried uninstalling the app but nothing is working. I have even tried to use the website but it doesnt keep track of my exp gained. I am very dissapointed as I really like the idea of the app.,Crashes
"I had the app for long time but lately have started has the longest and most annoying advs that you can't even close your phone without watching them all. Plenty of other apps so no reason to keep it, unistall immediately.",Complaints
Very good,Other
"The setup seemed nice, but the constant pop ups are so annoying as to make it unusable",Complaints
"You asked me to pay premium version but instant Google calendar sync still doesn't work, needs few hours for tasks to sync. This been an issue for years already and you ignore pleas from users. On the other hand the Gtasks app you have works really great.",Bugs
"I have been using the app from the last 3 years. I am a premium user. When trying to sign in a new device and sync, it's not syncing. I need my data. please help with this issue. Even after reaching to the support team tonnes of times no one is responding. So i am changing the rating from 3 to 1.",Bugs
"It's a gamified checklist, which is a good start, But ultimately not enough 
to follow through on the core idea. There's no actual game here, nothing to 
do, and no true incentive to keep you coming back. An upsetting amount of 
content is gated behind purchases and I found my interest waning once I ran 
out of things to look forward to. Also, the fact that it takes until Level 
10 to be allowed to switch classes is insane.",Other
"It's a good app, looks polished and nice. Only problem I have is I have some tasks that repeat themselves even after I complete them, I've editted that they only come once a day but forever stay on the today tasks",Bugs
Great app,Praises
"solid app that so far holds the title of most useful scheduling app for my adhd ass. it can take a little time to figure out, but its pretty intuitive once you get the hang of it.",Crashes
"The game is very buggy, I just bought a reward, then the app crashed, and the gold I've spent is gone, but I didn't receive the reward. These kind of experiences unfortunately decrease the gaming fun tremendously, and it could be such a good game otherwise!",Bugs
Great App for planning my day,Praises
"It took me a while to understand how to use certain features, but once I did I found it to be EXACTLY what I needed! If Google would allow reminders to come through, it would be the PERFECT time management tool! My only thought would be if there was some sort of tutorial or guide to help know what some things were for (like when I'm changing the color scheme, I can't always tell what's what) For those not wanting their calendar clogged up, just make those things hidden after you've added them.",Crashes
"Putting ""reminder/notification"" as a premium feature makes the free version totally useless. Uninstalled.",Complaints
"The user interface is great. But the app is not reliable synching with Google calendars. At times an event I enter on the app does not show up on the Google calendar website. When my wife enters an event in Business Calendar on her phone, sometimes it does not sync with my phone, even though she shares her calendar with me. It works 90% of the time, but a calendar is mission critical. I have missed important appointments due to this app. No problem with the Samsung calendar.",Bugs
"Loved this app, just bought the pro version and I'm very disappointed with the watch add for double coins being removed, you would imagine that being a pro member would get you the extra coins :/",Praises
"App is good enough but drains your battery, for that reason I'm uninstalling it.",Complaints
Unable to see the widget on Huawei Honor Play... After adding the widget to my Microsoft launcher... It does not appear...,Other
Best calendar app!,Other
"there are better and simple other apps which provide automatic online sync or backup feature like Micr_oso_ft's to do, and many other. why people think this app easy, it's not. I donated on this app and wasted.",Other
"I love this app, is really good and easy to use, but I don't know why I'm having problems, it seems that my phone blocked the app or the notifications are turn off, but I already turn them on but it keeps saying it isn't working, I need some help. Anyways the app is excellent.",Bugs
The app was amazing but lately it's been crashing a lot and i had to uninstall and reinstall it and yet it keeps in crashing i lost my data and it's frustrating,Crashes
"This app is very helpful! Total game changer for my ADHD. Unfortunately, after level 25 the app becomes a money grab and the items you find and the equipment you can buy with coins get severely capped. But overall I'm happy this app exists, it really helps me stay on track :) Perhaps if the game cost a few dollars to purchase the developers wouldn't need to resort to capping in order to create revenue from the app. I feel as though many people will quit once the RPG element is restricted.",Crashes
"Crashed and burned! Since last update, I have lost my To Do List. Cannot load it. Have lost all my Christmas Present Shopping List!!!!!! The air is blue @#£&_-7*!3?@&=%*+4(' Please return it to how it was????",Crashes
Passcode feature is messed up and locked me out. Had to uninstall. Yr,Complaints
"Great idea, but.. I liked this concept and could see how it could definitely help, but some bugs to be worked out and in some place over complicated. Main issue for me was the reminders didn't work on android (galaxy s8) which made this unusable. Also struggled to understand the difference between ""habits"" and ""dailies"".",Bugs
"updated review; left review here for wrong app. Not bad so far, migration of data off wunderlist mixed up all the items in the list, sorted by date, not within each list. not necessarily the apps fault. just challenging just to get started. already deleted two other apps that were worse.",Complaints
"It was great while it worked! Fell in love with this app, but after maybe a week of using... it stopped working. A bug perhaps, but when I went to add tasks it froze and didn't let me do anything, and even deleting and reinstalling didn't help. I'm sad that I have to replace this app. I really did like it a lot.",Bugs
"Repeats tick now...however I encountered another problem. There's no way to restore ""purchases"". Meaning if you subscribe and than reset/wipe the app or your phone, you can't use the subscription features anymore. And to get it back you have to completely resubscribe.",Bugs
"When I try to complete my habits or swipe them away in the notification center, my entire phone freezes up for a few seconds. Other than that, its perfect.",Crashes
Not bad if you want to install,Complaints
Looks promising but I can't create avatar due to this error: path 'profile name' is required.,Bugs
"Good app. I used it quite a bit, until the version changed and became incompatible with my phone.",Crashes
"Thanks, just started & looks great Cheers",Praises
420/420 amazing app that beats my lame ass planner,Praises
Best app but the phone works slowly after downloading this app. I have noticed many times,Complaints
"Love the app, hate the system. Purchased the Pro version and loved it! It is a very effective app and was working perfectly fine on my old phone. I got a new phone and was hoping I would be able to sync my progress seamless through the cloud, but the restore was unsuccessful. Contacted support and they told me my Google Play was defective, and after troubleshooting I was still unable to sync my progress to the new phone. Was forced to purchase Pro again in order to login and sync.",Praises
Awesome,Other
Great app,Praises
Bring the Gantt view,Other
It works fine and has no other issues but the notification doesnt work..i have tried several times and it doesnt notify me when the tag switches...i checked my notification settings too...sometimes i get the notification and sometimes not..so probably there is nothing to do with the device settings.,Bugs
"Who would want to continue using the app for free with such limited trees? I guess this app isn't student friendly, such a shame. It was really a big help to me, it's sad to finally uninstall after a long time of use.",Complaints
"I hate that ""Note"" symbol showing up on tasks even I didn't put any notes and that makes me go crazy because I have to open each and every task to see that I have put notes. It worked fine when I downloaded it. Please fix it. It really annoying.",Complaints
I set reminder for a particular time but it reminds me at some different time than the one I set and my phone always connected to internet. I wish this issue could be sorted out.,Bugs
I really like the sophisticated display and the level of personalisation you can make. It would get 5 stars...but....the default text colour for the month display widget is a dark grey that is too dark to read when using the dark theme. I have to go through every entry to change them individually to a light grey so I can actually read it in the widget. Any help?,Crashes
"It was so good and then the PC version became extremely annoying overnight. I'll add tasks in a project, the app will sync and move the task to an entirely unrelated project on its own. And sure, I can reassign it, but I didn't have to before and that's just an annoying waste of time. I don't mind waiting for it to get fixed, but I might just start looking for a new app, which sucks because I really liked this one.",Complaints
App is great as a Wunderlist replacement but subscibing to get push notifications with a ridiculus amount of money? It is not possible. Unfortunately i won't use this app.,Praises
"It seems like a good app but only offers 5 habits to track on the free version. I'll stick with it for now and see if it is helpful over the 66 recommended days, but might uninstall if I feel the need to monitor further habits.",Complaints
"This app is a great idea with poor execution. Reminders only sometimes appear, and the UI can be very unresponsive - I've checked daily tasks off, only to find that the app interpreted this as UNchecking the task (since it hadn't registered the fact that it is a new day, yet), which actually subtracts the game resources from you. These problems are significant enough to make the RPG-like rewards system ineffective for me, and the app not worth using as a habit-tracker at this time, sadly.",Bugs
"Repeat function doesnt work, so you can't set up tasks to be repeated 
daily.. You can basically create a list and then delete items as they are 
completed. That is all this does. Basically useless for anything other than 
a shopping list.",Praises
awsome application.. i purched it.. but i just want notifation should be blinking on phone like alram clock .. plz add this type of features.. the thing diplys in notifaction should be flash on main screen From last 10 month it's not getting synchronising.. Plz do something @developer We paid for it,Other
Love this on my home screen. Thank you!!!!,Praises
Very useful.,Other
Really cute but I'm more into minimalist designs. It works really well tho if the interface seems like ur thing. I like that they have a reward system. I might just get it back just for that bc no other app that I've seen has that.,Other
I really like it. I think it's a really cool concept to have characters to build up with the habits. Only thing I wish were there is to be able to have notifications for term less habits,Other
good,Other
"Not working properly , don't delete immediately any routines ,",Complaints
Ok so it's not bad but for me it was a little bit hard to work. But don't get me wrong there are probably loads of people that do understand it. It was just a little hard for me. :),Complaints
Best app for ha bit creation I loved it Super,Praises
Would be perfect if you also have pomodoro/timer to do each task,Other
"beginning setup wasn't loading at all. signed up using Facebook. since it was not loading, i just clicked next. now I'm stuck with my Avatar with no way to change",Crashes
"YOUR CONDESCENDING ATTITUDE IS NOT HELPING YOR CASE. There is a sublist reorder but NOTHING for the MAIN LIST. THERE IS NO SORT OF ANY KIND says sort by DO DATE or lets you PICK WHAT TO SORT BY, A LOGIC CHOICE. Completed tasks NEED TO CHANGE IMIEDIATELY so you KNOW IT'S COMPLETED & next month IS SET. I DIDN'T SAY IT WASN'T SIMPLE. The INTERFACE is NOT VERY INTUITIVE. I DID LOOK AT HELP & THERE is LITTLE FOR THE MAIN LIST. YOU ARE very IRRITATING so I am going to try other choices.",Crashes
"This is the best, most customizable, app around. I appreciate the dev for being on top of responding to feedback and such. The app has grown over the years, and it keeps getting better and better with quality of life changes. It's actually spoiled me from installing other similar style apps again simply because I can just make everything to my taste all in one app. It really makes keeping a schedule feel like less of a chore, and for a gamer like me, that's golden. Real life questing is fun!",Crashes
"29.9. Nothing new, I've already reconciled to that ""improved"" GUI. // 16.7.20, 3.8.19: No, a long time ago I was able to create a FULL (WITH a reminder) task in a LANDSCAPE mode. It's impossible now (after that 'redesign'). // 17.7., 2.3.: I'm pretty sure I WAS ABLE to create/edit a new task in ONE go (and in LANDSCAPE). It takes MORE moves now. // 2.2.2019: I CANNOT believe that when I HAVE got to change a grip from PORTAIT to LANDSCAPE when creating / editing a task it is more effective than before...",Crashes
Simple yet useful... what a great app,Praises
Really liked this app until they started charging for basic functions on a monthly basis...would have been happy with one time charge but not worth $36 a year when there is better for less...,Praises
How can I delete my account? All I see is an option for deleting data,Other
"I've had this app for a few years, and it worked well until the last several months - it's gotten increasingly buggy and will do things like ""forget"" you checked off tasks as completed and re-list them as incomplete between closing and re-opening the app.  It also had been freezing more and more frequently, to the point where that happens at least once a day, and now I can't even load certain screens.  Because of this, I will not be renewing my subscription this year and will be using another app.",Bugs
Excellent program and several YouTube videos to better understand the use of the software.,Praises
"One of ""the best helpful apps"" I've come across. 😁😁😁😁😁",Other
Great 👌 easy to use on n Samsung Galaxy note.,Praises
"I think it helps you stay focused but the app needs work. It has a lot of glitches. Emailed the devs even, but none of there tips have helped.",Bugs
"Todo era muy bonito hasta que pusieron todos los árboles guays en modo profesional. Los que conseguí hace tiempo con sudor y lágrimas me los van a quitar a final de año :( Mi vida ya no tiene sentido en esta app, estaréis contentos...",Other
This is a great app with one major downfall. The completed tasks are removed from the list and can only be accessed after a lot of clicks. By default it should stay on the list in a striked out state. It is important to know the tasks which I completed on the day. Hope this is fixed soon.,Praises
hate itt,Complaints
"Correct idea worng execution. The watch face UI cannont be operated like manually moving clock hands. The time zone stick moves at an interval of 1hr, I wanted to set it at any choosen time and add reminder from there. Big flop was it did not read my calender event and yes I did give necessary permission. phone - one plus 7 OS build- Oxygen OS 9.5.5 GM57AA Further Action- Uninstalling Outlook- Would like to try it post improvement",Complaints
"Boot it up, a choice of login or register. Chose uninstall.",Complaints
"This app worked well at first, but it kept altering my entries no matter how many times I changed them. Not sure if it's a problem just with syncing accounts.",Bugs
I uninstalled the app because it sends my phone info to the developer,Complaints
The App is crashing while unlocking new trees.. I am not able to Unlock New Trees though I have enough coins with me,Crashes
"I really liked the app, helped me a lot with managing my time efficiently 
to get the most out of my day, but since I updated it it started acting up, 
it use to be so easy to simply move routine blocks around and now it's 
setting it's own times or plainly refusing to be moved to a later time 
block, which is infuriating. And the app also slowed down considerably 
after the update.",Complaints
"Awesome App, 1) if you could add undo feature : if we make any changes to the todo unexpectedly and press back then it saves it and we cannot find what was the original memo.",Crashes
Useful but still needs more integration to Outlook ... I'd like to load my colour categories that I already have in outlook calendar in my visualization. Calendar by week numbers is also a must have ... I'd like to know also the percentage of availability of each day based on my events. It could also integrate with my alarm in order to know at what time I wake up ... and so on. The potential of this app is huge,Other
Its a goof app but it wont let me tern on deep focus mode pleas fix it and ill give a five star,Other
Great,Praises
"Have paid for pro version. Used to be decent but now struggles syncing with Google whereas other calendar/task apps do without problem. Have now moved to Etar as its open source, free and provides the same functionality needed.",Bugs
"It took me a while to understand how to use certain features, but once I did I found it to be EXACTLY what I needed! If Google would allow reminders to come through, it would be the PERFECT time management tool! My only thought would be if there was some sort of tutorial or guide to help know what some things were for (like when I'm changing the color scheme, I can't always tell what's what) For those not wanting their calendar clogged up, just make those things hidden after you've added them.",Crashes
Fun way to track and reward yourself guilt-free. Lots of personal calibration but the interface is nice. My only problem is the lack of icons even in the premium section.,Bugs
It's good if you're willing to spend so much money. How Annoying.,Complaints
"INCREDIBLE for keeping motivation up, but the mobile app is intermittently buggy in odd ways. Definitely still highly recommend it, though!",Bugs
Tried to put in my first event and it failed to log it. I uninstalled it same day.,Complaints
"Needed:  Sync tasks. Color code events. And for goodness' sake, speed up! This is extremely slow.",Complaints
Instalei de novo e não mudou muito minha ideia. Quero um calendário e não uma ferramenta pra integração com o calendário do Google. tá de sacanagem,Other
"The app doesn't sync after making changes on my Google calendar, even after hitting the sync now on the app",Crashes
I love the feeling of ticking off things I've purposes to do and actually accomplished at the end of the day and todoist aids in that great sense of accomplishment. Super grateful,Praises
"Latest update has made interface unusable in dark mode, and does not allow 
users to change the text colour.",Crashes
"Further to my previous comment, it looks like app is hanging on syncing. As same behaviour can be duplicated multiple times. First started happening on 7th July. P20 pro andriod 10.",Crashes
"I didn't get it, but I don't know I'm the demographic it was made for.",Other
I downloaded this app after hearing good things about it. I had todoist and my subscription ended and I wanted to try this. I downloaded it and brought over all my lists from todoist. After entering everything I uninstallled todoist (bad idea). I decided to upgrade ticktick to premium. Once I upgraded they asked me to sign in which I did. Upon signing in it deleted all the items I had in the app already. Contacted support. Haven't heard back from then yet. What a way to thank me for upgrading.,Complaints
"Loved the app, was saving in game currency for a weeping willow that was listed as free. Only needed 100 more coins to purchase it but with the recent update almost 60% of trees have turned to premium...throughly disappointed.",Praises
However there are a few bugs. Every so often one of my recurring tasks will appear twice on one day and I have to delete it. The synchronization with drop box isn't good enough to use on two devices. I would be useful if you could choose 'third Sunday of every month' for recurring tasks,Bugs
"Negative: increase of ad's, everywhere!! Good: This calender allowed me to organize my day in a clutter-free manner. I was specifically looking for 1 feature: I needed to be able to categorize or tag each event and then be able to toggle them on and off as needed. So, I can turn off all birthdays or repeating events or work items or whatever, OR only see that item. This app allows you to categorize each event as needed. It's a bit tedious to update all of your events but later it's simple.",Complaints
"I love this app! My only problem are the widgets for the app. Each widget freezes after non-use for a while. When the widget freezes, I can't mark complete or incomplete update my counting numbers for any of the habits and then I have to physically open the app to update habits. After I do that, the widgets work again until the cycle repeats itself.",Bugs
Love it,Praises
"Beautiful interface but it is very annoying to navigate and not fluid. Creating reoccurring tasks seems to be a pain. Not sure if it's me or the app, but I kept having to change the time 2-3 times to get the correct times reoccurence. Grocery list is awesome. The calendar looks like Google calendar which is nice but it is choppy to navigate.",Crashes
